2.460196294776614057e+00,8.455240501727249836e+00
2.059516012420739006e+00,2.962884560487514030e+00
1.998426043197392810e+00,2.815694615727945660e+00
1.929974182907286506e+00,1.939573297179547851e+00
1.908494718226164899e+00,1.950342819577737918e+00
1.878892435999765409e+00,1.918230452145126996e+00
1.873901381332655491e+00,2.040415137783250454e+00
1.855844378306127362e+00,1.921610270652390540e+00
1.851262936738841569e+00,2.055342164717410380e+00
1.833758758910316367e+00,1.852150412866302220e+00
1.864634883876384874e+00,1.857506768661841390e+00
1.838482037521248058e+00,2.397427836558467806e+00
1.813701310182893378e+00,1.755933573121144509e+00
1.804731673535991288e+00,2.084340595545019603e+00
1.790795616142499380e+00,1.808245641037710350e+00
1.780424488922681681e+00,1.803190976901541953e+00
1.778830145745188940e+00,2.488977394199133553e+00
1.820944561864452638e+00,1.873833856975051226e+00
1.773086329956678586e+00,1.977443266985125181e+00
1.768296416955275729e+00,1.852282610617373759e+00
1.737295622239986681e+00,2.013388601027224833e+00
1.731693101980232186e+00,1.944483673706316251e+00
1.726820237226092347e+00,2.324286704646084445e+00
1.725152010596423091e+00,1.679456533933815443e+00
1.712912111028529027e+00,1.854096144512110023e+00
1.708909565833324207e+00,1.726168937813908677e+00
1.687886108015592912e+00,1.732284121085283513e+00
1.678232338278452973e+00,1.672716794168562560e+00
1.720824689259646822e+00,2.298800347154574375e+00
1.691681823903647741e+00,2.356867252145324887e+00
1.649147708362445064e+00,1.817064401514809635e+00
1.657343667268025955e+00,1.898871034755373888e+00
1.652647214349630911e+00,1.973451975575111650e+00
1.626767167101152323e+00,1.830857646732853450e+00
1.637526358862745557e+00,1.672097231087244618e+00
1.584467244967880273e+00,1.677540348355015087e+00
1.587094884649815629e+00,1.775525140643417155e+00
1.589004909691468237e+00,2.399519451835803618e+00
1.607197395050528943e+00,1.802118461922814330e+00
1.594525270029749642e+00,1.919769436789867001e+00
1.559393727253902462e+00,1.891629030282360624e+00
1.532421098708577567e+00,1.718892837849043786e+00
1.512011796376498296e+00,1.926884239748529071e+00
1.518915443596233095e+00,1.815935993729684172e+00
1.457030145851634373e+00,1.825663554103594377e+00
1.443852467618888857e+00,1.795576423183640857e+00
1.439296732690481750e+00,1.806989101103119166e+00
1.390624123463050310e+00,1.829829889045391900e+00
1.385462464157947382e+00,1.823634571119436831e+00
1.373500793668283260e+00,1.852784826273930152e+00
